"caseids","content"
3619975,"我是江西省赣州市崇义县长龙镇拔萃村的村民。注明：（原江西赣州崇义县长龙镇茅坪村），因并村政策的原因，在数十年前跟同一个乡镇的拔萃村合并，归属拔萃村村委会统一管理。原茅坪村已划分为三个村民小组；分别为，1、营前组，2、茅坪组，3、双坝组，人居数量大概在三百多至四百，这里的地理形势偏僻，人居稀散，人居环境比较差，属于深山区，更是一个死角和盲区，容易造成瓶颈化，所以很难引入外界的注意和视线，本人就是其中一个组的村民。自从并村后，这里的面貌没有发生多大的改变，相反老百姓有苦难言，民心百怨，出现了诸多的民生问题。最急迫需要政府解决的民生问题，就是这里的交通和通讯等问题，交通出行困难和通讯条件差。比如就拿党的十八大以来，习近平总书记多次就农村公路发展作出重要指示、批示，对农村公路助推广大农民脱贫致富奔小康寄予了殷切期望！严格上来说，双坝、茅坪、营前三个小组的公路都还没有全面和连片硬化，没有贯通。如果说是通村和通镇都算不上。有很多居住的村民们去村委会和镇里办事，都是舍近求远，就是因为路况很不好，交通出行的困难和不便，导致要绕远道而行，老百姓即耗时又费力，心里即无奈又抱怨。政府和相关部门应该要做到对农村公路建好、管好、护好、运营好。从双坝组通往村里和镇上的有段公路（大概有三至四公里左右），如果政俨恢厥樱匀宋镜幕埃肪涂煲伞奥怼保ㄅＢ恚┞妨恕Ｂ访姘纪共黄剑涌油萃荩只倌啵绕涞搅擞晁谄蓟岣镌斐珊艽蟮挠跋旌推苹担锪脚缘脑硬荻悸勇分醒肓耍上攵饣岣傩盏慕煌ǔ鲂泻桶踩词裁从跋欤课颐峭ü喙亓斓己筒棵乓卜从彻芏啻危甯刹亢驼蛘⒉恢鞫颐桥庞墙饽眩喾凑腋髦掷碛珊徒杩冢甯刹亢驼蛘即τ诒欢磕耆褐诙蓟崛シ从常愀刹亢驼蛘徊扇∮贝胧阈问街饕澹际欠笱芰耸拢揪兔挥腥险娑源侍夂徒饩鑫侍狻Ｉ踔劣幸淮未甯刹慷宰徘肜纯诨す返氖Ω低嘎端担骸安恍枰闭妫凡恍枰险娓愫谩薄＃ㄍü诨Ω悼诒サ弥慈褐诘睦斫猓馑季褪撬姹愫鲇萍赶拢凑颐切卸恕＞徒衲耆褐诜从彻复瘟耍砻嫔闲薰罚峁兀空馐俏颐前傩湛释涂吹降娜嗣窈托腋Ｖ仿穑科涫瞪钤谡饫锏纳角褐冢训啦恍枰澈凸业墓卣章穑扛枰颐撬驼撸臀屡头�"
3619978,"江西省吉安市青原区河东街道2014.7.2号村长隐瞒全村人私自把我村土地贱卖，在我村去年3月份全村人不同意卖的情况下，村长与上级官员私自勾搭（不清楚里面有没有受贿，恳请调查），把我村剩下100多亩土地私自买卖，造成全村人的愤怒。恳请上级领导帮我村维护正义，把老百姓祖祖辈辈的土地能合法合理的给群众交代清楚。还有就是我们这边村长把土地私自转租给别人，连合同我们都没有见过，具体什么事情全部是村长一个人操作，村民完全不知情，恳请上级反腐领导来我街道调查。（江西省吉安市青原区河东街道)"
3619979,"省长：你好！南昌西客站作为一个出入窗口，是南昌城市形象的的代表，但自开通以来却存在很多不文明现象和治安问题：1、西客站周边车辆停放秩序混乱，社会无证经营车辆多，非法载客，而且猖獗，经常与旅客发生冲突。2、出租车拼客、宰客、甩客、不打表现象非常严重。3、流动摊贩多。这些问题出现的根源在于没有执法部门监管，打击力度薄弱，助长了以上行为的恶劣气焰。严重影响我们江西省的文明形象。希望能得到有关部门的关注。"
3619980,"省长：你好!南昌西客站作为一个出入窗口，是南昌城市形象的的代表，但自开通以来却存在很多不文明现象和治安问题：1、西客站周边车辆停放秩序混乱，社会无证经营车辆多，非法载客，而且猖獗，经常与旅客发生冲突。2、出租车拼客、宰客、甩客、不打表现象非常严重。3、流动摊贩多。这些问题出现的根源在于没有执法部门监管，打击力度薄弱，助长了以上行为的恶劣气焰。严重影响我们江西省的文明形象。希望能得到有关部门的关注。"
3619982,"省长，你好我是一名初二学生，我们学校组织暑假补课，并且收取费用，说的是补课，其实是利用暑假时间上新课。并且学校要讲新课，如果不参加补课又唯恐成绩拉下来，所以左右为难，更怕不参加，学校会为难我们或者给我们造成压力我校老师说要我们升初三，情况危急，现在要补课，每天两节课，压力太大，好不容易盼来的暑假，以为终于可以放大假，想身心放松，谁知道又被迫补课，并且课室人多天气炎热整个暑假大概只有十来天的休息时间，再加上教室没有空调，天气炎热，对学生是一种折磨，补课还要征收补课费！希望市长能调查处理，还学生一个愉快的暑假！谢谢"
3619985,"根据《南昌市建设工程文明施工管理办法》第十七条规定：在城市噪声敏感的建筑物集中区域内，禁止夜间（22时至凌晨6时）和午间（12时至14时）进行产生噪声的施工。因特殊需要必须连续作业的，应当报经文明施工行政管理部门和环境保护行政管理部门批准，并公告附近居民。现广东水电二局在南昌市地铁二号线顺外路的施工工地，距离居民区仅一墙之隔，昼夜施工，噪音严重扰民，严重影响了周边居民的正常生活秩序，请省长督促有关方面文明施工，保障居民休息的权利。"
3619991,"鹿心社省长，您好！我是一家绿化施工单位，在2010年度“森林城乡花园南昌”一大四小，进贤县标段的绿化工程早已验收审计结束，按照合同约定，市县两级各承担50%的工程款拨付，但是现在进贤县政府拖欠的绿化工程款却一直都没有给我们，这一拖都已经拖了3年多了，我们实在是走投无路了，欠工人工资，供货苗木商的货款一直都给付不了，现在真的快要走投无路了，请鹿心社省长关注一下吧~"
3619999,"尊敬的鹿省长：您好！我们兄妹三人在外务工，在我们不知情的情况下，村干部为我们代签了承包合同并将我们的田登记在了别人的名下，从2005年以来我户一直要收回承包田，别人不肯，此事反映到村委未能解决，（村干部回复我们说，别人不肯归还，我也没办法）反映到镇政府也未能解决，反映到县府、省府还是未能解决，请问敬爱的鹿省长，如果情况属实，政府能帮我们主持公道吗？我们能依法收回自己的承包田吗？"
3620005,"尊敬的鹿省长您好；于都县整治非法掏金船三年多了；至今贡江河罗坳镇里魚村段还有非法掏金船一天24小时作业；无人管；晚上吵得河对两岸村民无法休息；把美丽的贡江河搞得面目全非；年年都有弱水事件发生；都会死人；请省长出面帮助我们百性解决好这件事；谢；"
3620008,"反映问题如下：1.丰城市妨终蚬瓤ⅲ┨锖档厮烈饴佣帷７岢鞘忻妨终虻奶沾苫兀阎鼙呒父鱿绱宓呐┨锷降囟几⒌袅恕Ｃ菜剖鹆艘黄ひ党牵导噬厦桓钡鼐么词裁词抵市缘脑龀ぁＩ降鼗倭植凰担肪澄廴尽⒐ひ滴廴镜群笮家崖叫鱿帧�2.位于丰城市梅林镇朱家村和山背村之间的采石场，越挖越大，越挖越深，周边的天地不知道毁掉了多少，水田里都是炸石头散落的碎石，开采面积现在大得惊人，现在更是日益开采，周边的百姓民不聊生，特别是放炮炸石头的时候，周边的几个村子的民房全部都会被震动到，有一部分老房子已多次多处出现了开裂现象，再这么炸下去，估计周边的几个村子的房子都会垮塌掉。群众上访无门，其中还有村官与采石场有利益勾结的问题。上述两项，前者为提醒当地政府部门，不能只顾经济数据的好看，不顾千秋万代，后一个问题则是迫在眉睫的需要还老百姓安宁的大事。恳请政府重视，不胜感激！"
3620013,"请求东乡政府清出消防通道，还路于民。这是在乡横街拍摄的，整条街有十余处，都是违法建设的。相关监督单位如土管局，城管局接市民举报应该是收黑钱后，就不再来，随意建"
3620019,"鉴于不少农民反映，现农业局举办的农民“阳光工程”培训同他们需求差别大，认为误农却学不到东西。说乐平市民望蔬菜合作社那年请来江西农大杨教授来讲课，效果比较好。他们希望政府支持农民们自己，比如农民合作社根据大多数农民需求到外地请技术专家到农村讲课，传授先进农业技术。然而，该社比较重视农民技术培训，不仅积极派农民参加农业局“阳光工程”培训，还自己掏钱请外地技术员来本社给周围农民讲课。由于没有政府经费补助，在这方面开展工作“力不从心”，难充分发挥社会效益。所以，我们希望省农业厅和省财政厅大力扶持农民合作社自己开展农民技术培训和推进“科教兴农和科教兴社”战略！"
3620020,"省长大人，您好。我是南昌县广福镇万洲村的村民。近来我省在建昌宁高速工程。对我来说很不幸的是我家的房子被征用，已经被拆除了。可是村里却安排不了我家的再建宅基地，要我自己去买十万一亩的黑市地。其二是我家是两户人口，按拆迁补偿政策规定我家少了一份。找镇里，他们说是前任搞的，他调走了，就这样答复。我家该怎么办呢？望省长大人百忙中关心一下，不胜感激。"
3620023,"树形象顺民意为让群众在教育实践活动一开始就看到变化，见到实效，孝岗镇全力解决群众反映强烈的突出问题，针对“水、灯、路、住、医、学”等民生问题，镇党委政府边学边改，立说立行。跑项目、争资金，其中，全面启动总投入5000余万元的县城自来水主网、支网改造工程，让群众喝上放心水；…………自来水厂不是早卖给私人经营了，难道又像三中一样又收回国有经营。可自来水厂还要对支网改造每户收伍佰元、新开户要近两仟元。怎么回事？"
3620027,"目前一些老居民区还有大量的木结构的老房子，而一此违法建房户房子建的比较高，像土管、城管也没有管，他们还侵占公共道路，使一些原本还可以通消防车的道路变窄，而已无法通行，一旦发生火灾那可是火烧连营。请政府出面联合相关单位把侵占的公共道路清理出来。另外自来水公司也在全县范围内改造自水管网并且每户收伍佰元，本来公共管道改造应由公司负责收用户钱不合理，再说所有老居民区也没有装一个消防栓，应急用一用也还可以。另外一般着火也可以不用消防车，减轻消防兵的压力，"
3620028,"省长大人：上饶市上饶县罗桥街道文家村安逸酒店前面的一大型挖掘机修理厂，这是一个占地1000亩的大型的违章搭建，没有任何证件，却搭建了一个大大的修理厂，用来修理挖掘机，为什么这么一个大大的违章搭建无人管呢？更拆除不了呢？上饶市长热线多次回复说是违法建筑，却一直这么违法着，无人处理。最要命的是，我们居住在这周边的群众，白天晚上都不得自在，修理挖掘机发出的巨大噪音确实却我们很是无奈，为什么政府就安排一个挖掘机在居民区内啊？为什么不可以安排在工业园区内啊？要想想，修理挖掘机这样的重型机器那噪音可谓是“震耳欲聋”啊，挖掘机修理好后用得试用和上下车，这样的噪音无法形容，我们周边的群众都要得神经病了，一天24小时不分白天黑夜的在修理挖掘机，巨大的噪音让我们附近的居民无法入睡，我们强烈要求政府对这样的违章建筑进行拆除，这极大的影响老百姓起居生活，经多次向多部门反映，违建依然矗立。党和政府颜面何存？老百姓还有地方讲理么？还是违建人员与相关管理人员相互勾结的后果？请给老百姓一个答复！另外我们向有关部门反映后，不但得不到处理，而且这家挖掘机的老板更牛了，（修理厂的名字叫做：华鑫大型挖掘机修理厂），经常在休息时间和深夜敲敲打打，发出“磅磅磅”的巨大声响，时不时喷点油漆，居民如何生活休息？难道我们掏钱买房子是来闻油漆的？相关职能部门能不能过问一下。"
3620033,"我镇是婺源的一个重镇，我村是个没有开发的农村，旅游资源十分丰富，但是县镇领导把上面拔下来改善村环境的资金几乎基本都调到另外一个村去了，那个村叫严田村，我村名长溪村，我在镇政府的工作栏中看了一下，投资严田村三千多万，其它村委会几乎没有投资，我去从澄侍猓蛄斓妓凳窍爻さ木龆ǎ钦庋淖龇ǘ园桑歉稣虻澄榧鞘茄咸锎宓模頧X，所以我希望上级领导来认真查查，下面问题有很多，"
3620034,"鹿省长：你好！我想你反映一个交通问题。彭泽县从核电站到安徽省交界处公路实在太难走,主要是路面太破,有水泥路面破损，高低不平,柏油路破损,到处坑坑洼洼,小车确实无法走,请鹿省长关注一下。它不仅是民生问题，同时也是江西省对外形象问题。"
3620035,"鹿省长，您好，我省公务员队伍中普遍存在夫妻异地分居、调动难的问题，这造就了很多社会问题，第一，影响了夫妻的婚姻的稳定。第二，不助于我们孝敬父母，解决父母、妻子、本人三地分居生活，避免父母的养老给国家和社会造成负担。第三，减少我们回家坐车的费用开支，结余自己的工资，我们一个月工资才2000多，很大一部分人每月交通费都接近1000元。第四，避免我们工作调动上花钱产生的腐败。第五，解决两地分居有助于我们两地分居的人回家时的行车安全保障。第六，解决两地分居，有助于我们在自己的工作岗位上安心踏实的工作。第七，解决两地分居，有助于我们对孩子的教育，让自己的孩子健康成长，让孩子做出对社会有用的贡献。是否有可能开展“团圆计划”等改革创新活动呢？满足一定要求的异地分居夫妻可以进行调动，这将我省广大异地的夫妻一点点希望，有了希望，有了这么好的政策，我相信大家都会全心全意的把热情用在工作上的。"
3620037,"鹿省长：向您反映抚州市乐安县下拨农村学校学生公用经费情况.请您在百忙之中过问一下，这种发放方法是否符合上级文件要求。抚州市乐安县目前仍在按各农村学校实际在校学生人数每生每学期30元（每学年60元）核拨学生公用经费，不将省财政自2012年秋季开学起按不足100人的村小、教学点按100人核发经费全额(每生每年500元)下拨到各农村学校，造成这些学校无法正常运转(剩下的440元不知哪儿去了)。教育部在2013年12月30日也明确规定“不足100人的村小、教学点一律按100人核拨公用经费，中心小学不得以统筹的名义克扣、截留、挪用，确保这些学校正常运转。”特别是今年我们江西省又提高了学生公用经费标准(每生每年560元)，我们期盼惠民政策落地，更好地改善农村教育状况，服务于广大人民群众,充分展现党和政府对农村薄弱学校的关爱。"
3620044,"鸭鸭改制工龄补偿金怎么才600元一年？鸭鸭集团的鸭鸭大厦和鸭鸭羽毛厂这么些资产是怎么处理的，都没有公式出来。我父亲工龄有30年，为什么不能内部退休？"
3620047,"近日，在青山路小区１７栋３单元居民楼顶不知什么时候起冒出６根一人多高的白色圆柱，乍一看好像挺立的“炮弹”，原来这是近期中国电信江西分公司建立的发射基站，据了解通讯商如果要在居民区建立基站，应当经专有部分占建筑物总面积三分之二以上的业主且占总人数三分之二以上的业主同意，但是现在１７栋的住户绝大部分不知情，小区业主一致要求江西电信拆除该基站。本人与该片区崔姓经理多次沟通未果，该经理一直强调有检测报告，而对物权法完全忽视，真不知道中国电信这样的大型国有企业的经理会是一个连基本法律法规都不懂的法盲。　　而且在小区许多居民都在进行投诉的情况下，中国电信依然我行我素，视普通百姓于无物继续进行违法施工，希望有关单位和部门能帮帮我们这些弱势的普通老百姓。　　中国电信违反的是《中华人民共和国物权法》第七十条和第七十六条，具体内容如下：　　第七十条　业主对建筑物内的住宅、经营性用房等专有部分享有所有权，对专有部分以外的共有部分享有共有和共同管理的权利。　　第七十六条　下列事项由业主共同决定：　　（六）改建、重建建筑物及其附属设施；　　决定前款第五项和第六项规定的事项，应当经专有部分占建筑物总面积三分之二以上的业主且占总人数三分之二以上的业主同意。决定前款其他事项，应当经专有部分占建筑物总面积过半数的业主且占总人数过半数的业主同意。　　居民代表曾经四处投诉反应情况，辗转十余单位部门，无一单位部门受理，像皮球一样被踢来踢去，如不受理该投诉，请明确告知我们应该向哪个部门反应情况，谢谢！！！"
3620048,"本人是吉安市青原区吉安供电小区(鼎馨花园)2栋202室住户.自2010年底装修时发现楼底下的噪声,开始向物业公司反映,在其无法解决的情况下,转告由本人直接找自来水公司(吉安市水务集团)反映,至今也有二年多.楼底噪声是由小区供水加压水泵通过墙体发出,24小时不间断运行,这声音好比飞机钻进耳头里不停的\""嗡嗡\""响.不断的听到这声音头晕啊!噪声之大危害之深已严重影响到家人的身心健康,苦不堪言!去年底,青原区环保局人员请派监测噪声已超标,无力约束其停止侵权,仅发函至水务集团.经多方求助,然时间又过几月漫长,豪无反映家人度日如年,恳请政府领导关注民生疾苦."
3620050,"领导您好！我们是九江市永新县白槎镇柳杨村张湾组人，我们要申冤我们是本地种田的农民，之前村书记欺骗我们农民不认识字签了一份合同，我们都是一些不认识字的农民，之后就发生这样的事在土地纠纷期间，本镇派出所所长和村书记指使出去20多年的浙江移民现在把我们的农田给毁了10多亩，我们咏换鄣氖焙蛑痔镏值较衷冢衷诠艺吆昧耍撬祷乩匆锞鸵铮衷诖迨榧鞘艿剿堑幕呗付枷蜃潘牵绞欣锸欣镅沟较乩锵乩镅沟秸蚶铮酵防垂俟傧嗷ィ颐钦娴氖怯锌嗨挡怀觯Ｍ斓寄芘汕嗵炖吹鞑榇耸拢刮颐枪溃。�"
3620051,"尊敬的领导您好，我是一名08年毕业的大学生，家住赣州市南康区农村，当时读书把农村户口迁去学校，毕业后户口迁回居住地南康，户口为非农，由于毕业后外出深圳工作，所以一直也未办理\""非转农“，现在回来家乡结婚工作，在外也未购买房产，现在也还是自己在打工，工作收入也不是很稳定了解到按照政策-“非转农”人员应同时具备“在城镇无生活基础”和“实际居住在农村”两个必要条件，即在城镇无产权住房或稳定职业、经济来源（如无城市最低保障），同时在农村生活有住房或有责任田等。由本人或代理人持村委会、乡（镇）政府的接收证明材料，向户口所在地派出所申请，经社区民警入户调查属实，民警、分管所领导审查后，签署意见及签名，呈报县、市（区）公安（分）局审批办理。我认为我的条件都符合，可是我去了本地的派出所，工作人员一直答复我说现在办不了了，我就是想咨询一下，我这样的情况能不能办理？是因为毕业时间太久了超过2年就不能办理吗？"
3620054,"尊敬的鹿省长您好！我是东乡县孝岗镇张坊村委管辖的普通百姓，近年来东乡县几大项目带动了地方经济发展（梨温高速、沪昆高铁），但真正受益的没有体现在普通老百姓身上，本人在北京工作十年之久，所以对国家的征地补偿标准还是比较关注和了解，目前村里的田地被政府征收后农民所得的补偿远远低于国家补偿标准，没有田地没有经济来源的农民们只能背井离乡，呈现出标准的空巢老人之村，还望得到领导关注和重视！希望补偿标准能给予公示。国务院总理李克强2014年3月5日在十二届全国人大二次会议上作政府工作报告时说,今年要加强教育、卫生、文化等社会建设。促进教育事业优先发展、公平发展...现如今我们村委还是有一所学校两个老师不到十个学生的现象，大部家庭都托有权人把孩子安排到县城上学，每天接送，部分没有条件的家庭只能留在这所不到十人的学校就读，教育部门可想过这些孩子和做父母的心情？试问当地教育部门领导有过换位思考？为了修建沪昆高铁我们刚修好的直路被截断，高铁修好了，为了节省修桥费让我们绕道一公里钻桥洞，想问：沪昆高铁是没有这笔经费吗？还望相关部门给个说法。"
3620061,"一、高新区北沥村村委会对房屋分配不合理，其在北沥村没有分下来贪污的就有260多套，店面约20多间，三和公寓没有分下来贪污的就将近3000多平米，这些数据有多庞大，这些房屋本应该分给当地村民的，只可惜这些将会落进某些村领官的腰包，严重损害了老百姓的利益，我们户口在本村而因为读书户口迁出去了，也没分到房，还有我们这些外地人，户口在本村，长年在本村生活却也不能分房，房子拆了叫我们住哪？村里只分大面积的房屋，家里人多的，有儿子住的却没有父母住的，分配不合理，使得家庭为此搞得矛盾很多。二、国家规定的拆迁补偿人数是按照户口上的人数计算的，只要户口没有迁出去就享有户口所在地的待遇，可是许多未迁户口的外嫁女及未嫁女却没能得到该有的待遇。而对于一些还尚未出生的小孩子，只是做了个假出生证和有的弄了个假的独生证就准允指标分配，此次分房漏洞及大。三、法律上是不承认事实婚姻，一切婚姻都以国家民政局颁发的结婚证为准，作为地方管理者应该抵制事实婚姻，对已有事实婚姻进行确认，催促其补办结婚证，对以后的事实婚姻予以认可。此次分房大姓徐村和小姓村分房待遇极其不同，没有公平处事（大姓徐村的外稼女小孩都上初中了都分了房屋，而小姓村的外稼女和大龄未稼女却没有房分）。四、安置的房屋有明显的质量差异，房屋的招标工作怎么做的？谁招的标？标准是什么？三和公寓还没入住外墙就已破旧不堪，相比于北沥新村的房屋，三和公寓的房屋质量极差，内部设施少，而且房屋层高矮半米。五、每户房屋没有安装水电补偿:北沥村的村民分房每户7000元补助，三和公寓只有1000元补助，这剩下的钱到哪去了？六、前两批分房屋时不存在提前截止统计人口的问题，可是在三和公寓分房屋时却要提前三个月截止，而且截止日期不作公告，随心所欲。北沥村委会对北沥徐村大学生就有分房指标，而别的村就没有分房指标，这种做法也太不公平，处事太不公了。七、国家规定要在农村实行一户一宅基地政策，本地分配房屋的标准不人性化，6个指标三户家庭只能分配超面积的两套150平米的房子，为什么不能分三套100平米的呢，这不是给有的家庭制造祸根吗？八、多出来的房屋怎么处理的？无论是北沥新村还是三和公寓都属于宅基地，都是北沥村民集体所有，村大队只是有代为管理权，任何个人或者集体贩卖农民公寓都是损害所有村民的集体利益的行为，是违法犯罪行为。"
3620062,"我是共青城北峰巷居民，在此居住快20年了，有的已经在此居住30多年，这次奉化居民楼出事，我们这边政府行为就只是出示鉴定书为危房，让我们这些人搬离，不要再继续居住，我想问问共青城领导，珍珠湖改造工程是形象工程，鄱阳鹊记ㄉ枋鞘〖缎蜗蠊こ蹋加Ω萌ネ菩校墒钦馕Ｂサ氖虑槟训谰涂梢酝希荒芗笆卑仓貌鹎ǎ壳胧姓笆备颐抢习傩找桓鏊捣ǎ�"
3620068,"鹿省长：你好！请你在百忙中过问一下新余九龙乡洲上村的新农村建设成效，假如你去看的话，一定会很揪心，那里的新农村建设搞的太离谱了，新铺的人行道板砖滴水都会散掉，全是煤渣做成的砖，一个自然村两个小村庄，没有一个小村庄不是断头路的，这个自然村确实太穷了，现在还没有小汽车，假如那天有哪户人家有小汽车的话，一定要认真学会倒车技术，因为断头路的缘故，小汽车只能开进去，但是掉不了头。恳请鹿省长，用八项规定严查新余九龙乡洲上村的新农村建设腐败问题，一定能查到问题，这样的干部太不把老百姓当回事了。"
3620069,"在我见到的农村公路，很多已经不行了，回复以前的样子，甚至更难走，一块一块的水泥坂横在路中间，那甲都没有水泥和石头，全都是沙子。国家补这么多钱，却做成这么烂的工程，老百姓的心能好吗？希望得到解决。"
3620073,"我是一位学生家长，想向省长反映一下弋阳县城中小学校老师在自己家里收学生补课的问题：有的老师收了一些农民工的孩子，使得县城中小学人满为患，有的班级70多人，还要往里塞人。为什么这个老师要这么做呢？因为他收的学生是放到他家里全托的，一个学生一个月一两千呢！这多诱惑人哪！这样还不够，他还逼迫县城的孩子去他家补课，晚上吃一餐5、6百元一个月。不去是吧，给你的孩子排座位排在后面，开班会补课的孩子的家长可以不去，你就等着骂你个狗血喷头，说你的孩子一定要补课，不然就怎样怎样等等。在巨大利益诱惑面前，县城老师一个个效仿，有的老师家里有二三十个学生，一个月收入是他工资收入的若干倍呢!这样一来，就害苦了我们县城的孩子的家长了，像我们家就我一个人有工作，一个月一千多，孩子补课就差不多一半了，我哪补得起哦，害得孩子在学校受气（因为你没补课，所以你一有什么过错，老师就骂你，惩罚你。）开家长会我们家长受气，谁叫你不补课呢？希望省长好好查查。"
3620075,"凤凰洲中心区珠江路凤凰印象南门边规划筹建110千伏高压变电站，且凤凰印象内部幼儿园紧邻仅十几米。项目附近还有铜锣湾香逸澜湾、东方海得堡、天赐良园、丰和新城、凤凰城等众多楼盘，这是神马规划？如此近距离长期辐射对业主及其子女身体必将造成莫大伤害，业主如何能安心入住，凤凰洲居民反映非常强烈，中央群众路线教育之际，建议政府务必改址规划，远离居民住宅区，大可规划在距离项目仅2公里赣江大桥以北无人区建设，这已经迫在眉睫了，恳望省长大人能为咱们小市民做主！"
3620078,"我是宜春铜鼓县人。今年36了，中年得女。去年10生的。有准生证，手续齐全。可是去给孩子上户口要计生部门结扎。我查了一下，好好像国家法律没强行要求要结扎。我不太愿意结扎，有点恐惧，我都这样大的年纪了，以前（6，7年前）还得过点忧郁症，在宜春袁州医院看过，只是我现在把以前的的病历给丢了。也不知道医院还保留了不，如果保留了有关部门可以去查。现在孩子几个月了，年初在省儿童医院看了病，说是肺炎，住了4天多，花了5000元，真贵。想办个合作医疗，说是户口，可是有关部门不给上，我着急，我想以后孩子更着急，我是合法生的，怎么就不给上户口呢？向省长求帮助。知道省长忙，要不是没办法也不给你添麻烦了。"
3620081,"一般学校一年又三千元钱足够，当然就是要30万，只要合理合法也没得说。问题是很多是假的。我是一个县城中学的，首先说上级检查指导工作的事，如果是县局里来人，是同城按说不应该招待；再说市局，现在一般检查都是当天回去，再说就是中午用餐那也是对应县局招待。我工作二十多年，就很很少见过市局来人在学校吃饭。这样应该也不怎么会有招待费用。再说兄弟学校交流的，如果是本县的，也不存在招待。如果是外县的，基本上当天也要回去，那中午请一餐，应该也要不了多少费用。关键是真的学校交流其实是非常少的，我工作这些年我们学校真的交流不会超过8次，记住，20多年啊。所以说现在学校的招待费这样高，我们校去年是8万到10万。基本上是不应该得，都是腐败，是领导乱吃喝。就这个问题，我认为要出台比较有可操作的报销制度，比如说一、严格实行同城不能报，当然这个可以做假。但还是要实行。二、上级来客或者兄弟学校交流对方一定要有函或者单位开出的证明，盖公章。写出人数与人员名单，要有带队人的签名，带队人签名不能是打印的，作为报销原始单据附在报销单上。这样应该就算做假也难度加大了。三、真有招待产生，真要带招待单位报销，我想我们中国国情是报销单位一定有陪客，一般是单位一把手或者分管领导去作陪，那一定有餐饮店或者食堂的原始菜单，那么配客单位的去作陪的人员中，签字的一定要是最高领导，在原始菜单上签字，原始菜单也一定要做报销单的依据。但现实是领导很少签字，请客吃饭总是会故意叫上个把一般老师，起签字作用，领导这样的奸，其实老师是知道的，只是不好拒绝，你懂的。这三者要同时符合才能报销，我想可以更好的减少吃喝。另外，还要经常组织查吃喝账，一榈阶黾伲蛘呶ス妫纤啻硪话咽趾头止芰斓迹咛蹇梢允且弧⒚庵埃抵俺啤Ｅ阑臼敲欢啻笞饔茫斓计な欠浅：竦摹５比幌衷诓槌鑫ス婊旧喜皇橇斓记┑淖郑鞘遣皇且碜黾俚囊话闳嗽蹦兀鋈巳衔惶鲜剩蛭嗽诘ノ唬涫刀际翘媪斓急车模运狄硪话咽趾头止芰斓迹绕涫狄话咽帧Ｒ蛭ㄏ┳质撬侵赖摹５比灰话闳嗽币兀ㄇ┩ūㄅ馈Ｖ挥泄茏∫话咽郑讶卦诹永铮Ч呕岷谩Ｕ媸敌彰筒缓盟怠Ｄ愣摹�"
3620082,"江西省长同志您好！目前南昌市正在拆除江西省直单位违章建筑，我们向你反映南昌市东湖区一经路上有14号水果店面。22号理发店面等等是围墙违章建筑店面，希望您管一管，坚决拆除围墙违章建筑店面，还绿色于市民谢谢"
3620083,"省长你好。我是铜鼓人，我的情况和瑞金人反应的问题差不多，生了个女儿，也是有准生证的，不算违反计划生育的。可是去和女儿上户口也要求要结扎。说实话我是比较怕也比较反感结扎，好好的要挨上一刀，扎了。我认为这也是对妇女的摧残。当然我好多年以前（大概6,7年前）得过忧郁症。是在宜春袁州医院看的病，只可惜我自己现在没病历。谁会想留这东西呢。所以更怕。现在孩子肺炎，在儿童医院住了4,5天花了五千来块钱，真是有点贵。想办合作医疗来报销点，可是没户口不行。请问鹿省长我们的事情要怎么办。我也知道计划生育的事情是很难做的工作，但是能不能有更简单方便的方法，人性点。总不能什么事情都要反映给省长吧。如果是省长出面才能办，那又回到行政命令治理国家去了，与依法治理相去甚远。我依法所生，为何不让上，我查了一下好像法律没说一定要扎了才让上户口啊。优先不等于一定。《条例》等地方法规小于国家大法。当然我还是恳请省长帮忙，毕竟孩子还是要户口的。"
3620094,"乐安县城有些贫困户还住在棚户区，集中在百货大楼后面、县第一小学附近、东门桥、老车站等一些地方。这些地方存在很多安全隐患，道路不通，消防设施全无，而县城北大道高楼林立，晚上各种灯光应有尽有。棚户区改造工程是民生工程，而乐安县城棚户区改造工程为什么没有进展？乐安县的领导，你们关心社会底层老百姓吗？"
3620101,"尊敬鹿省长:您好，我是江西省上饶市弋阳县圭峰镇箭竹桥坂村徐家组村民。2013年“中核抚州金安铀业有限公司”开始在我们村开采铀矿。给我们全村120多户带来了很多困难，1、开矿的炮声震裂村民房屋。2、开矿造成水土流失严重，居民无水喝。3、河床枯竭，无水可灌溉农田农作物减产。4、当地政府征地、征房、拆迁补偿采取连哄带骗加恐吓等方式，使得村民无家可归。5、因为开采的铀矿产生辐射使村民的人身安全受到威胁。事实情况还请领导核查，人生财产安全请领导重视，谢谢"
3620103,"我是江西修水人，因09年我们（几户）买房被人骗了，总计房款100多万，我已上诉修水法院和修水公安局立案，但违法分子时至如今依然逍遥法外."
